month,tweetsum,positive,negative,neutral,retweet_count,reply_count,like_count,quote_count,Sales(USD),Sales(ETH),UniqueBuyers,Total Transactions,Avg Sales(USD),Avg Sales (ETH),media_link,Total Tweet Count
7_2021,2764,2239,73,452,4963,4857,15822,507,"$13,952,541.10",6513.5898,3955,13162,1060.06,0.4949,605,19637
9_2021,4811,3273,276,1262,16395,7730,44211,1383,"$56,689,186.11",17251.139,1437,2328,24351.02,7.4103,2144,19908
10_2021,3954,2139,234,1581,12812,13253,39797,1387,"$39,755,901.99",10866.0055,688,917,43354.31,11.8495,1560,19789
11_2021,4075,1594,115,2366,5398,5311,29003,1350,"$25,898,567.02",5823.6538,528,711,36425.55,8.1908,2275,10047
12_2021,2527,1194,114,1219,6964,6960,22706,983,"$20,712,738.57",5157.5115,475,623,33246.77,8.2785,1130,11924
1_2022,5091,3315,237,1539,15022,11850,45762,1713,"$50,604,647.15",16944.5165,964,1252,40419.05,13.534,2244,21356
2_2022,5359,1988,159,3212,9923,9446,32284,1739,"$27,450,210.11",9660.1354,746,948,28955.92,10.19,1615,15883
