month,tweetsum,positive,negative,neutral,retweet_count,reply_count,like_count,quote_count,Sales(USD),Sales(ETH),UniqueBuyers,Total Transactions,Avg Sales(USD),Avg Sales (ETH),media_link,Total Tweet Count
8_2021,5145,2069,874,2202,16622,20360,77780,1429,"$190,682,630.79",58625.071,4443,7354,25929.1,7.9719,2381,18723
9_2021,9897,5404,762,3731,27496,23617,106344,2362,"$86,062,090.01",24465.4833,2965,4242,20288.09,5.7674,3795,35989
10_2021,6520,2973,854,2693,22204,23225,97731,1609,"$38,208,785.30",10152.0732,1637,2199,17375.53,4.6167,2927,37428
11_2021,14051,5999,1657,6395,37727,43122,248222,4458,"$126,198,972.88",28423.398,2871,4080,30931.12,6.9665,6821,52442
12_2021,21563,7845,2530,11188,72359,67902,336253,9059,"$136,486,183.67",34211.6617,2403,3352,40717.84,10.2063,11094,118390
1_2022,46156,18074,6067,22015,113399,99170,489125,13099,"$247,661,253.65",80964.3887,2802,4051,61135.83,19.9863,29809,191120
2_2022,27226,10758,3530,12938,95205,62791,362526,9768,"$74,561,388.55",26077.0923,980,1174,63510.55,22.2122,14951,220243
