month,tweetsum,positive,negative,neutral,retweet_count,reply_count,like_count,quote_count,Sales(USD),Sales(ETH),UniqueBuyers,Total Transactions,Avg Sales(USD),Avg Sales (ETH),media_link,Total Tweet Count
7_2021,14,10,0,4,0,0,7,2,"$94,354.30",648643,482,1300,72.58,499,0,308
8_2021,11,4,1,6,10,3,31,0,"$1,074,540.21",4530246,1982,9200,116.8,492,5,19
9_2021,134,53,2,79,412,246,1141,51,"$5,478,673.16",20696395,3653,48266,113.51,429,44,507
11_2021,578,176,39,363,2565,2257,4116,150,"$105,919,018.65",168105642,13250,303222,349.31,554,209,3043
12_2021,280,90,17,173,1083,984,1553,45,"$12,144,773.11",23862307,14663,418386,29.03,57,118,1650
1_2022,114,58,20,36,405,385,624,18,"$12,928,399.99",36582943,21773,983683,13.14,37,56,531
2_2022,124,41,16,67,243,179,542,11,"$10,790,836.88",32307816,26774,1222999,8.82,26,49,364
