month,tweetsum,positive,negative,neutral,retweet_count,reply_count,like_count,quote_count,Sales(USD),Sales(ETH),UniqueBuyers,Total Transactions,Avg Sales(USD),Avg Sales (ETH),media_link,Total Tweet Count
6_2021,591,292,77,222,473,848,5535,102,"$11,055,121.81",5730.3135,1278,3173,3484.12,1.806,329,1048
7_2021,251,99,78,74,163,230,1168,90,"$14,769,756.02",7644.0739,1761,3850,3836.3,1.9855,165,472
8_2021,197,40,56,101,87,91,640,28,"$51,282,950.69",16465.7877,2159,4120,12447.32,3.9966,151,285
9_2021,124,23,44,57,130,66,636,18,"$17,909,441.73",5279.8288,758,1149,15586.98,4.5952,69,254
10_2021,33,1,10,22,22,14,121,8,"$5,325,218.43",1441.1834,411,519,10260.54,2.7768,17,59
11_2021,105,63,18,24,59,74,438,11,"$16,556,429.29",3756.6042,783,1094,15133.85,3.4338,85,163
12_2021,88,35,15,38,111,159,432,15,"$18,594,786.98",4626.2105,792,1110,16752.06,4.1678,73,281
1_2022,100,42,11,47,28,49,227,9,"$63,447,237.89",20745.831,1582,2456,25833.57,8.447,55,136
2_2022,43,16,5,22,21,50,210,21,"$16,359,497.29",5724.0555,473,626,26133.38,9.1439,30,67
