,tweetsum,positive,negative,neutral,retweet_count,reply_count,like_count,quote_count,media_link,Total Tweet Count
Pearson USD,-0.6721807700429545,-0.6044418788721583,-0.7981037411205905,-0.6074939511770717,-0.6659273868813469,-0.6054460959634731,-0.6040656417038972,-0.7396933610165102,-0.7005206631736941,-0.6921938728808746
Spearman USD,-0.6166666666666666,-0.5,-0.7166666666666667,-0.5523060897787773,-0.6166666666666666,-0.5333333333333333,-0.6333333333333333,-0.43333333333333335,-0.6333333333333333,-0.5833333333333334
Pearson ETH,-0.5218848272341436,-0.47428075124026714,-0.6424287631771156,-0.4541975351517336,-0.5487618718298193,-0.4762261060078592,-0.4696119645215694,-0.5355491356265509,-0.5637974940554441,-0.5605180938601382
Spearman ETH,-0.5333333333333333,-0.5499999999999999,-0.65,-0.43515025255297596,-0.5833333333333334,-0.5666666666666667,-0.5666666666666667,-0.35,-0.6333333333333333,-0.5499999999999999
