,Tweet Counts,,,Sentiment,,,Tweet Characteristics,,,
,Total Tweet Count,Unique Tweets,Retweet count,Positive,Negative,Neutral,Reply Count,Like Count,Quote Count,Media Link Attachment
Pearson USD,0.511354582,0.496880419,0.583505403,0.485430453,0.463189782,0.459495125,0.567958629,0.608488241,0.582088326,0.458425464
Spearman USD,0.556074203,0.530319964,0.582140453,0.557347103,0.518294173,0.554917734,0.603280158,0.617623677,0.60933593,0.520246622
Pearson ETH,0.350399975,0.289503699,0.424581439,0.269411928,0.254333844,0.26308738,0.378540129,0.40527086,0.410430406,0.272475716
Spearman ETH,0.379044198,0.352547535,0.406616579,0.359663583,0.310457694,0.352494167,0.398512697,0.411316911,0.431159952,0.311570585
