,tweetsum,positive,negative,neutral,retweet_count,reply_count,like_count,quote_count,media_link,Total Tweet Count
Pearson USD,0.8929442857400303,0.8690391874458229,0.9034557454166148,0.8999885933164109,0.958320104039661,0.8795741196983434,0.9163493991068439,0.9328790424666906,0.8688208998003624,0.9720688436232213
Spearman USD,0.8571428571428573,0.8571428571428573,0.9285714285714288,0.8571428571428573,0.8571428571428573,0.7857142857142859,0.8571428571428573,0.8571428571428573,0.8571428571428573,0.8571428571428573
Pearson ETH,0.8489728693248432,0.8342417619679501,0.8680325082960357,0.8471372111753537,0.9160477003668823,0.7966411631199054,0.8319225610669317,0.8647351807146326,0.8326857081539857,0.9609712196000009
Spearman ETH,0.7500000000000002,0.7500000000000002,0.8928571428571429,0.7500000000000002,0.7500000000000002,0.6785714285714287,0.7500000000000002,0.7500000000000002,0.7500000000000002,0.7500000000000002
