,tweetsum,positive,negative,neutral,retweet_count,reply_count,like_count,quote_count,media_link,Total Tweet Count
Pearson USD,0.38619795489559133,-0.04745910245477628,0.49534855250171267,0.4806493907890888,0.40606871740371964,0.6683860661441395,0.6280450358723835,0.7310194694922981,0.6519143620636225,-0.18641377689860994
Spearman USD,0.07142857142857144,-0.07142857142857144,0.3214285714285715,0.4642857142857144,0.28571428571428575,0.6785714285714287,0.4642857142857144,0.42857142857142866,0.39285714285714296,0.10714285714285716
Pearson ETH,0.6092458687415173,0.19810405547751234,0.6340009958085728,0.5263577389312433,0.6002449056163353,0.8211669303728865,0.7647884576447199,0.8742917740666011,0.6599501993537717,0.07576445580060567
Spearman ETH,0.39285714285714296,0.10714285714285716,0.42857142857142866,0.5,0.4642857142857144,0.8571428571428573,0.6071428571428572,0.7500000000000002,0.28571428571428575,0.3214285714285715
