,tweetsum,positive,negative,neutral,retweet_count,reply_count,like_count,quote_count,media_link,Total Tweet Count
Pearson USD,0.6169245755552357,0.8579532614329937,0.6291888402738549,0.5240763963987112,0.8414657459250101,0.84782330384208,0.863709960704458,0.892120638976118,0.8980462839844165,0.8839753402723992
Spearman USD,0.7,0.8999999999999998,0.8999999999999998,0.7,0.7999999999999999,0.8999999999999998,0.8999999999999998,0.9999999999999999,0.8999999999999998,0.8999999999999998
Pearson ETH,0.3871046729154705,0.7324715971812994,0.5769631474027221,0.2698169586413429,0.8305264367194051,0.8243081398259363,0.7646208889993958,0.8781559028694257,0.7809689972100511,0.7725319281320076
Spearman ETH,0.49999999999999994,0.7999999999999999,0.7,0.49999999999999994,0.8999999999999998,0.7999999999999999,0.7999999999999999,0.8999999999999998,0.7999999999999999,0.7999999999999999
