,tweetsum,positive,negative,neutral,retweet_count,reply_count,like_count,quote_count,media_link,Total Tweet Count
Pearson USD,0.7032673291082002,0.7471571988636095,0.8324020068099806,0.6112017083766247,0.8712673144934022,0.8922424970622918,0.7114581198221344,0.676738484985886,0.601680332335729,0.9074386871803771
Spearman USD,0.8787878787878788,0.8814630383360936,0.9151515151515152,0.8875420937728943,0.9151515151515152,0.8909090909090909,0.8909090909090909,0.8909090909090909,0.8060606060606059,0.9030303030303028
Pearson ETH,0.6518318770010667,0.7900169619018764,0.8174852172982388,0.5143949314864732,0.8810900507576693,0.8947872485333462,0.7678242276647531,0.5709575983865335,0.6524801363932293,0.9150205989669077
Spearman ETH,0.8303030303030302,0.9483326481409007,0.9151515151515152,0.8267515394048879,0.9272727272727272,0.9515151515151514,0.9151515151515152,0.8787878787878788,0.8060606060606059,0.8909090909090909
