,tweetsum,positive,negative,neutral,retweet_count,reply_count,like_count,quote_count,media_link,Total Tweet Count
Pearson USD,0.6783711392351993,0.6179549173575276,0.6896604829125238,0.6854082531944206,0.6531265818132524,0.705401136192848,0.8447622905247242,0.5367131758165125,0.665056411951416,0.7832671661851636
Spearman USD,0.790909090909091,0.8272727272727273,0.5636363636363637,0.9090909090909091,0.6545454545454547,0.881818181818182,0.9,0.7272727272727273,0.7818181818181819,0.8272727272727273
Pearson ETH,0.4578365445808007,0.36631200313128137,0.4918930921471418,0.5156840729624527,0.38741907866709496,0.4337825161218638,0.5776261518712833,0.27968376590313365,0.5140431624620059,0.5398305520383971
Spearman ETH,0.7272727272727273,0.7363636363636363,0.4272727272727273,0.8727272727272729,0.5454545454545455,0.7818181818181819,0.7818181818181819,0.6272727272727273,0.6818181818181819,0.7363636363636363
