,tweetsum,positive,negative,neutral,retweet_count,reply_count,like_count,quote_count,media_links,Total Tweet Count
Pearson USD,0.49191118819540985,0.4637664411578531,0.4093316634163733,0.5235909140636911,0.7316069739886244,0.7144113717172952,0.7231002259283384,0.6417840413698469,0.5458812412538895,0.6816781111992343
Spearman USD,0.788695652173913,0.7866927778927327,0.7701674459082531,0.8034782608695652,0.8469565217391304,0.8284409850114185,0.8678260869565216,0.8043478260869565,0.7799999999999999,0.8417391304347825
Pearson ETH,-0.2750981586340329,-0.28562711941434266,-0.3241487236527806,-0.25070327831537076,-0.02600322206969034,-0.06323459876262073,-0.0583528120869397,0.035733030357077436,-0.23974407798980898,-0.06803077589111424
Spearman ETH,0.0195694720868839,0.015658982166159196,-0.009569377990430622,0.04957599595343922,0.12785388430097483,0.09395389299695518,0.13829093608064624,0.14003044471059148,0.02348336650426068,0.0974124832769332
