,tweetsum,positive,negative,neutral,retweet_count,reply_count,like_count,quote_count,media_link,Total Tweet Count
Pearson USD,0.7408599262891515,0.7003560571332431,0.5332306538992863,0.7668830961524654,0.7867123151104664,0.7701555215288061,0.81428156474721,0.8591029586171479,0.670749538353503,0.7341029831399264
Spearman USD,0.14285714285714288,0.07142857142857144,-0.03571428571428572,0.21428571428571433,0.25,0.14285714285714288,0.25,0.25,0.0,0.07142857142857144
Pearson ETH,0.13097879190656506,0.07357968846255132,-0.1616122782684151,0.1865745234332091,0.2049512110903072,0.18384166091723741,0.24668017718905932,0.3439229216054684,0.0307409094360332,0.17062934614799286
Spearman ETH,0.07142857142857144,0.03571428571428572,-0.14285714285714288,0.03571428571428572,0.07142857142857144,0.0,0.07142857142857144,0.14285714285714288,-0.10714285714285716,0.03571428571428572
