,tweetsum,positive,negative,neutral,retweet_count,reply_count,like_count,quote_count,media_link,Total Tweet Count
Pearson USD,0.19574320269256193,0.2521803533940426,0.018020944081274682,0.1236716443534737,0.5746273650747753,0.5130413825156017,0.5884394487833744,0.7423515861980072,0.2427295389973477,0.43224621270395674
Spearman USD,0.28484848484848485,0.4424242424242424,0.01818181818181818,0.32121212121212117,0.5636363636363636,0.4666666666666666,0.6121212121212121,0.6727272727272726,0.41818181818181815,0.29696969696969694
Pearson ETH,0.24179024984088654,0.03050259298159241,-0.15358748186392013,0.30147933789335796,0.6381391976861268,0.35657246754903016,0.4486732027644742,0.6676598532824557,0.38885391558121046,0.4931506476837237
Spearman ETH,0.3696969696969697,0.28484848484848485,-0.16363636363636364,0.406060606060606,0.6969696969696969,0.32121212121212117,0.5030303030303029,0.6,0.5272727272727272,0.4787878787878787
