,tweetsum,positive,negative,neutral,retweet_count,reply_count,like_count,quote_count,media_link,Total Tweet Count
Pearson USD,0.26398560645901986,0.14513886484043773,0.2778917298867278,0.3129789288269694,0.7365838171467015,0.49291783014194196,0.8022478989722548,0.4650170897370823,0.21053612286668047,0.4217411052011842
Spearman USD,0.7735294117647058,0.7088235294117646,0.7763175947392074,0.7064019572463123,0.7941176470588236,0.8050038971119434,0.8617647058823529,0.7911764705882354,0.8055973390628771,0.7411764705882353
Pearson ETH,0.20968262668028823,0.13955766450769982,0.2511837950302778,0.2267518420121485,0.6910326316927186,0.4707584837415419,0.7381848537033818,0.42690344821093645,0.16272575281690965,0.3672566701414216
Spearman ETH,0.65,0.6647058823529411,0.6696480015689347,0.5724799195183656,0.6794117647058824,0.7299486891545226,0.7647058823529411,0.6970588235294117,0.7245957784624049,0.611764705882353
